D/InputEventConsistencyVerifier(  633): KeyEvent: ACTION_UP but key was not down.
D/InputEventConsistencyVerifier(  633):   in com.android.internal.policy.impl.PhoneWindow$DecorView@b418da68
D/InputEventConsistencyVerifier(  633):   0: sent at 124179000000, KeyEvent { action=ACTION_UP, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=124179, downTime=124179, deviceId=-1, source=0x101 }
I/Choreographer(  633): Skipped 38 frames!  The application may be doing too much work on its main thread.
W/dalvikvm(  993): DroidBox: { "FdAccess": { "path": "2f6465762f696e7075742f6576656e7430", "id": "394964218" } }
W/DroidBox(  993): DroidBox: { "FileRW": { "operation": "write", "data": "efbfbd060000efbfbdefbfbd0c000500000000000000", "id": "394964218" } }
I/ActivityManager(  234): START {act=android.search.action.GLOBAL_SEARCH flg=0x10000000 cmp=com.android.quicksearchbox/.SearchActivity bnds=[5,43][475,103] (has extras) u=0} from pid 633
I/Choreographer(  633): Skipped 33 frames!  The application may be doing too much work on its main thread.
D/InputEventConsistencyVerifier(  633): KeyEvent: ACTION_UP but key was not down.
D/InputEventConsistencyVerifier(  633):   in com.android.launcher2.Cling@b3e96f30
D/InputEventConsistencyVerifier(  633):   0: sent at 124692000000, KeyEvent { action=ACTION_UP, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=124692, downTime=124692, deviceId=-1, source=0x101 }
I/dalvikvm-heap(  633): Grow heap (frag case) to 15.123MB for 1463056-byte allocation
I/Choreographer(  633): Skipped 163 frames!  The application may be doing too much work on its main thread.
E/Trace   ( 1039): error opening trace file: No such file or directory (2)
W/DroidBox( 1039): DroidBox: { "DexClassLoader": { "path": "/data/app/com.lenovo.PersonalSaving-1.apk" } }
W/dalvikvm( 1005): DroidBox: { "FdAccess": { "path": "2f646174612f646174612f636f6d2e616e64726f69642e6d7573696366782f7368617265645f70726566732f6d7573696366782e786d6c", "id": "2021210886" } }
W/DroidBox( 1005): DroidBox: { "FileRW": { "operation": "write", "data": "3c3f786d6c2076657273696f6e3d27312e302720656e636f64696e673d277574662d3827207374616e64616c6f6e653d2779657327203f3e0a3c6d61703e0a3c737472696e67206e616d653d2264656661756c7470616e656c7061636b616765223e636f", "id": "2021210886" } }
I/ActivityManager(  234): No longer want com.android.provision (pid 570): hidden #16
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f3937362f636d646c696e65", "id": "901080527" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "636f6d2e616e64726f69642e717569636b736561726368626f780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000702f33656333633632383039303739653765333961633762", "id": "901080527" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f3939332f636d646c696e65", "id": "713678017" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "636f6d2e616e64726f69642e636f6d6d616e64732e6d6f6e6b657900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000633762", "id": "713678017" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f3939362f636d646c696e65", "id": "555076787" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "6c6f676361740044726f6964426f783a570064616c76696b766d3a570041637469766974794d616e616765723a49000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000633762", "id": "555076787" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f3939382f636d646c696e65", "id": "1549020213" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "2f73797374656d2f62696e2f7368002d63007368202e2f7364636172642f65786563757465537472616365496e2e736800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000633762", "id": "1549020213" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f313030302f636d646c696e65", "id": "1286113091" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "7368002e2f7364636172642f65786563757465537472616365496e2e736800786563757465537472616365496e2e736800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000633762", "id": "1286113091" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f313030312f636d646c696e65", "id": "968776545" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "737472616365002d70003631002d66002d747446002d6f002f7364636172642f336563336336323830393037396537653339616337623730386164356364353934626533633365383465626132333038343939383630366461663933303735652e61706b", "id": "968776545" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f313030352f636d646c696e65", "id": "729208352" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "636f6d2e616e64726f69642e6d75736963667800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032333038343939383630366461663933303735652e61706b", "id": "729208352" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f313032362f636d646c696e65", "id": "1065218348" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "636f6d2e73766f782e7069636f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032333038343939383630366461663933303735652e61706b", "id": "1065218348" } }
W/dalvikvm(  234): DroidBox: { "FdAccess": { "path": "2f70726f632f313033392f636d646c696e65", "id": "1570019692" } }
W/DroidBox(  234): DroidBox: { "FileRW": { "operation": "read", "data": "636f6d2e6c656e6f766f2e506572736f6e616c536176696e6700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032333038343939383630366461663933303735652e61706b", "id": "1570019692" } }
I/Choreographer(  633): Skipped 62 frames!  The application may be doing too much work on its main thread.
I/framework( 1039): path===/data/data/com.lenovo.PersonalSaving/bakjar/bootablemodule.jar
D/newZip  ( 1039): ===don't exist==
E/WVMExtractor(   63): Failed to open libwvm.so
E/SZJClassLoad.java( 1039): unzipjarException:
E/SZJClassLoad.java( 1039): java.lang.NullPointerException
E/SZJClassLoad.java( 1039): 	at java.util.zip.ZipInputStream.<init>(ZipInputStream.java:104)
E/SZJClassLoad.java( 1039): 	at com.energysource.szj.embeded.utils.ZipUtil.doExtract(ZipUtil.java:40)
E/SZJClassLoad.java( 1039): 	at com.energysource.szj.embeded.SZJClassLoad.unzipJar(SZJClassLoad.java:168)
E/SZJClassLoad.java( 1039): 	at com.energysource.szj.embeded.SZJClassLoad.startClassLoad(SZJClassLoad.java:43)
E/SZJClassLoad.java( 1039): 	at com.energysource.szj.embeded.AdManager.initAd(AdManager.java:153)
E/SZJClassLoad.java( 1039): 	at com.energysource.szj.embeded.AdView.<init>(AdView.java:157)
E/SZJClassLoad.java( 1039): 	at java.lang.reflect.Constructor.constructNative(Native Method)
E/SZJClassLoad.java( 1039): 	at java.lang.reflect.Constructor.newInstance(Constructor.java:417)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.createView(LayoutInflater.java:587)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:687)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.rInflate(LayoutInflater.java:746)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:489)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:396)
E/SZJClassLoad.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:352)
E/SZJClassLoad.java( 1039): 	at com.android.internal.policy.impl.PhoneWindow.setContentView(PhoneWindow.java:256)
E/SZJClassLoad.java( 1039): 	at android.app.Activity.setContentView(Activity.java:1869)
E/SZJClassLoad.java( 1039): 	at com.lenovo.PersonalSaving.PersonalSavingActivity.onCreate(PersonalSavingActivity.java:71)
E/SZJClassLoad.java( 1039): 	at android.app.Activity.performCreate(Activity.java:5017)
E/SZJClassLoad.java( 1039): 	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1079)
E/SZJClassLoad.java( 1039): 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2023)
E/SZJClassLoad.java( 1039): 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2084)
E/SZJClassLoad.java( 1039): 	at android.app.ActivityThread.access$600(ActivityThread.java:130)
E/SZJClassLoad.java( 1039): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1195)
E/SZJClassLoad.java( 1039): 	at android.os.Handler.dispatchMessage(Handler.java:99)
E/SZJClassLoad.java( 1039): 	at android.os.Looper.loop(Looper.java:137)
E/SZJClassLoad.java( 1039): 	at android.app.ActivityThread.main(ActivityThread.java:4745)
E/SZJClassLoad.java( 1039): 	at java.lang.reflect.Method.invokeNative(Native Method)
E/SZJClassLoad.java( 1039): 	at java.lang.reflect.Method.invoke(Method.java:511)
E/SZJClassLoad.java( 1039): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:786)
E/SZJClassLoad.java( 1039): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
E/SZJClassLoad.java( 1039): 	at dalvik.system.NativeStart.main(Native Method)
E/FileUtils.java( 1039): readXmlException:
E/FileUtils.java( 1039): java.io.FileNotFoundException: /data/data/com.lenovo.PersonalSaving/loadjar/bootablemodule.xml: open failed: ENOENT (No such file or directory)
E/FileUtils.java( 1039): 	at libcore.io.IoBridge.open(IoBridge.java:416)
E/FileUtils.java( 1039): 	at java.io.FileInputStream.<init>(FileInputStream.java:78)
E/FileUtils.java( 1039): 	at com.energysource.szj.embeded.utils.FileUtils.readXml(FileUtils.java:86)
E/FileUtils.java( 1039): 	at com.energysource.szj.embeded.SZJClassLoad.startClassLoad(SZJClassLoad.java:48)
E/FileUtils.java( 1039): 	at com.energysource.szj.embeded.AdManager.initAd(AdManager.java:153)
E/FileUtils.java( 1039): 	at com.energysource.szj.embeded.AdView.<init>(AdView.java:157)
E/FileUtils.java( 1039): 	at java.lang.reflect.Constructor.constructNative(Native Method)
E/FileUtils.java( 1039): 	at java.lang.reflect.Constructor.newInstance(Constructor.java:417)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.createView(LayoutInflater.java:587)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.createViewFromTag(LayoutInflater.java:687)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.rInflate(LayoutInflater.java:746)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:489)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:396)
E/FileUtils.java( 1039): 	at android.view.LayoutInflater.inflate(LayoutInflater.java:352)
E/FileUtils.java( 1039): 	at com.android.internal.policy.impl.PhoneWindow.setContentView(PhoneWindow.java:256)
E/FileUtils.java( 1039): 	at android.app.Activity.setContentView(Activity.java:1869)
E/FileUtils.java( 1039): 	at com.lenovo.PersonalSaving.PersonalSavingActivity.onCreate(PersonalSavingActivity.java:71)
E/FileUtils.java( 1039): 	at android.app.Activity.performCreate(Activity.java:5017)
E/FileUtils.java( 1039): 	at android.app.Instrumentation.callActivityOnCreate(Instrumentation.java:1079)
E/FileUtils.java( 1039): 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2023)
E/FileUtils.java( 1039): 	at android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2084)
E/FileUtils.java( 1039): 	at android.app.ActivityThread.access$600(ActivityThread.java:130)
E/FileUtils.java( 1039): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1195)
E/FileUtils.java( 1039): 	at android.os.Handler.dispatchMessage(Handler.java:99)
E/FileUtils.java( 1039): 	at android.os.Looper.loop(Looper.java:137)
E/FileUtils.java( 1039): 	at android.app.ActivityThread.main(ActivityThread.java:4745)
E/FileUtils.java( 1039): 	at java.lang.reflect.Method.invokeNative(Native Method)
E/FileUtils.java( 1039): 	at java.lang.reflect.Method.invoke(Method.java:511)
E/FileUtils.java( 1039): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:786)
E/FileUtils.java( 1039): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
E/FileUtils.java( 1039): 	at dalvik.system.NativeStart.main(Native Method)
